investment_amount,annual_turnover,years_in_business,number_of_employees,udyam_registered,gst_registered,gender,social_category,minority_status,disability_status,age,rural_urban,state,north_east_region,aspirational_district,exporter,startup_dpiit,green_business,women_owned,investment_turnover_ratio,turnover_per_employee,compliance_score,msme_category,mudra,standup_india,cgtmse,startup_seed,clcss,export_scheme,neids,aspirational_scheme
199873501,1056019513,6,250,0,1,1,3,0,0,47,0,18,0,0,0,0,0,1,0.18927065111033545,4207249.055776892,1,2,0,1,0,0,0,0,0,0
143497007,957054125,1,93,1,1,0,3,0,0,52,1,18,0,0,1,0,0,1,0.14993614582671994,10181426.861702127,2,2,0,1,1,0,0,1,0,0
266721311,550192610,6,111,1,1,1,3,0,0,57,0,18,1,0,1,0,0,0,0.48477806802098256,4912434.017857143,2,2,0,1,1,0,0,1,1,0
147214199,1891528398,6,295,0,1,1,1,0,0,29,0,11,0,0,0,0,0,0,0.07782817275057999,6390298.641891892,1,2,0,1,0,0,0,0,0,0
323130376,1707251590,8,17,0,1,0,3,0,0,44,0,15,0,0,1,1,0,0,0.18926933657782136,94847310.55555555,1,2,0,1,0,0,0,1,0,0
193622702,903949100,21,220,1,0,0,0,0,0,21,0,21,0,0,0,0,0,1,0.2141964650286211,4090267.4208144797,1,2,0,1,1,0,0,0,0,0
5592952,1084453829,3,299,1,1,0,3,0,0,37,0,19,0,1,0,1,1,1,0.005157390610165488,3614846.0966666667,2,2,0,1,1,1,0,0,0,1
316771467,2239041070,22,5,1,1,1,1,0,0,60,1,1,0,0,0,0,0,1,0.1414763985809888,373173511.6666667,2,2,0,1,1,0,0,0,0,0
94569046,1605458704,6,129,1,1,1,2,0,0,36,0,3,0,0,1,0,0,0,0.05890468917417593,12349682.338461539,2,2,0,1,1,0,0,1,0,0
65356994,742896469,19,112,0,0,0,1,0,0,29,1,13,0,0,0,0,0,1,0.08797591136756916,6574305.03539823,0,2,0,1,0,0,0,0,0,0
412950358,919323214,17,24,1,1,0,1,0,0,45,0,18,0,0,0,0,0,0,0.44918952470921775,36772928.56,2,2,0,1,1,0,0,0,0,0
78102445,1835023035,12,29,1,1,1,0,0,1,36,1,6,0,0,0,0,0,0,0.04256210601598137,61167434.5,2,2,0,0,1,0,0,0,0,0
248406608,977779989,10,132,0,1,0,3,0,0,36,0,9,0,0,1,0,0,0,0.2540516379354419,7351729.240601504,1,2,0,1,0,0,0,1,0,0
140614770,2211882021,8,44,0,1,0,0,0,0,47,0,15,0,0,0,0,0,1,0.06357245486034337,49152933.8,1,2,0,1,0,0,0,0,0,0
349245957,2404892731,13,207,1,0,0,1,0,0,26,0,19,1,1,1,1,0,1,0.14522309138900918,11561984.283653846,1,2,0,1,1,0,0,1,1,1
71261443,508730915,7,216,0,0,1,1,0,0,59,0,0,0,0,0,0,0,1,0.14007688693328793,2344382.0967741935,0,2,0,1,0,0,0,0,0,0
7300262,1076759246,20,244,1,1,0,3,0,0,25,0,6,0,0,0,1,0,0,0.006779846117263017,4394935.697959184,2,2,0,1,1,0,0,0,0,0
109921469,647850237,13,31,1,1,0,2,0,0,56,0,10,0,1,0,0,0,1,0.16967111000737178,20245319.90625,2,2,0,1,1,0,0,0,0,1
383385714,600381548,20,266,1,0,0,0,1,0,44,0,10,0,1,0,1,0,0,0.6385701136861552,2248620.0299625467,1,2,0,0,1,0,0,0,0,1
163180496,1675970439,16,11,1,1,1,2,0,0,63,1,19,1,1,0,0,0,1,0.09736478168433567,139664203.25,2,2,0,1,1,0,0,0,1,1
268240504,1220554267,24,82,0,1,0,1,0,0,59,1,13,0,0,0,0,0,1,0.21976942036304445,14705473.096385542,1,2,0,1,0,0,0,0,0,0
121424687,588460722,13,156,1,1,0,2,0,0,58,1,24,1,0,0,0,0,0,0.20634289129947592,3748157.464968153,2,2,0,1,1,0,0,0,1,0
477587214,2097179704,23,166,1,1,0,0,0,0,62,0,3,0,0,0,0,1,0,0.22772832145064079,12557962.299401198,2,2,0,0,1,0,0,0,0,0
74898069,467101519,4,208,1,1,1,1,0,0,44,1,14,1,0,0,0,0,1,0.16034644674245546,2234935.4976076554,2,1,0,1,1,0,0,0,1,0
468309895,1112118666,9,24,1,0,0,1,0,0,38,1,10,0,0,0,1,0,0,0.42109705456459173,44484746.64,1,2,0,1,1,0,0,0,0,0
268066130,196500704,5,295,1,1,0,2,0,0,25,0,6,0,0,0,0,0,0,1.3641993294629655,663853.7297297297,2,2,0,1,1,0,0,0,0,0
354030961,867860029,9,179,0,1,0,3,1,0,24,1,10,0,0,0,0,0,0,0.40793555269505843,4821444.605555556,1,2,0,1,0,0,0,0,0,0
287616379,605296977,10,50,1,1,1,3,0,0,55,1,10,0,0,0,0,0,0,0.47516572765707743,11868568.176470589,2,2,0,1,1,0,0,0,0,0
429458671,777473393,23,7,1,1,1,0,0,0,42,1,13,1,0,1,0,0,1,0.5523773216090273,97184174.125,2,2,0,1,1,0,0,1,1,0
252757139,2046005058,5,100,1,1,1,3,0,0,25,0,5,1,1,0,0,0,0,0.12353690812648181,20257475.82178218,2,2,0,1,1,0,0,0,1,1
475324658,214874138,9,81,1,1,0,1,1,0,55,1,21,0,0,1,0,0,0,2.2121073304219268,2620416.3170731706,2,2,0,1,1,0,0,1,0,0
2198729,1962915706,13,241,1,1,0,1,0,0,26,1,11,1,0,0,0,0,1,0.0011201341922931589,8111221.925619835,2,2,0,1,1,0,0,0,1,0
197340080,1410118765,19,181,1,1,0,2,0,0,33,0,17,0,0,0,0,0,1,0.1399457157497328,7747905.302197802,2,2,0,1,1,0,0,0,0,0
225441118,1747066751,2,293,0,1,0,1,0,1,24,1,13,0,0,0,0,0,1,0.12903978496638463,5942403.914965986,1,2,0,1,0,0,0,0,0,0
220024652,679832453,6,83,1,1,0,1,1,0,53,1,14,0,0,0,0,0,0,0.32364540807873815,8093243.488095238,2,2,0,1,1,0,0,0,0,0
466954860,1359678062,1,54,0,1,0,0,0,0,57,1,20,0,1,0,0,0,1,0.3434304580671903,24721419.30909091,1,2,0,1,0,0,0,0,0,1
460653370,720097741,6,90,1,1,0,3,0,0,54,1,3,1,0,0,0,0,0,0.6397095048799639,7913161.989010989,2,2,0,1,1,0,0,0,1,0
150783145,1875445262,16,203,1,0,1,3,0,1,29,0,11,0,0,0,0,0,0,0.08039858479196788,9193359.12745098,1,2,0,1,1,0,0,0,0,0
63025345,2364280542,12,31,0,1,1,3,0,0,62,0,26,0,0,0,0,0,1,0.026657303925543493,73883766.9375,1,2,0,1,0,0,0,0,0,0
101884099,397145628,20,193,0,0,1,0,0,0,35,0,10,0,0,1,0,0,0,0.25654090479741876,2047142.412371134,0,2,0,0,0,0,0,1,0,0
93279800,524552873,8,100,1,1,1,3,0,0,40,0,0,0,0,0,0,0,1,0.17782725941179384,5193592.801980198,2,2,0,1,1,0,0,0,0,0
158234789,484233616,12,89,0,1,0,2,0,0,35,0,24,0,0,0,0,0,0,0.3267736552045291,5380373.511111111,1,2,0,1,0,0,0,0,0,0
280659511,310771570,14,123,1,1,1,3,0,0,21,0,18,0,1,1,0,0,0,0.9031054870845957,2506222.3387096776,2,2,0,1,1,0,0,1,0,1
418892337,242342492,12,47,0,1,0,1,0,0,30,0,24,0,0,0,0,1,0,1.728513773273761,5048801.916666667,1,2,0,1,0,0,0,0,0,0
300851062,2255332139,16,146,0,1,0,0,0,0,30,0,16,0,1,0,0,0,0,0.13339545722077104,15342395.503401361,1,2,0,0,0,0,0,0,0,1
443895589,358303935,7,3,1,1,0,2,0,0,25,1,6,0,0,0,0,1,0,1.238880024471738,89575983.75,2,2,0,1,1,0,0,0,0,0
247234492,251159193,8,18,1,0,0,0,0,0,62,0,15,0,1,0,0,0,0,0.9843736478944107,13218904.894736841,1,2,0,0,1,0,0,0,0,1
335794973,2406541656,8,81,1,1,0,2,0,0,37,0,10,0,1,0,0,0,1,0.1395342449291332,29348068.975609757,2,2,0,1,1,0,0,0,0,1
350641720,363881320,7,153,1,1,0,2,1,0,33,0,24,0,0,0,0,0,1,0.9636156069687347,2362865.714285714,2,2,0,1,1,0,0,0,0,0
231050326,740863364,15,299,1,0,1,1,0,0,24,0,17,1,0,0,0,0,1,0.3118663128929313,2469544.546666667,1,2,0,1,1,0,0,0,1,0
2588144,89283371,19,67,1,1,1,3,1,0,40,0,2,0,0,0,0,1,0,0.028987973258895284,1312990.75,2,1,0,1,1,0,1,0,0,0
190611789,135839400,6,89,0,1,1,3,0,0,57,1,25,0,1,0,0,0,0,1.403214292736759,1509326.6666666667,1,2,0,1,0,0,0,0,0,1
89113399,2179318110,16,135,0,1,1,2,0,0,35,0,11,0,0,0,0,0,0,0.04089049622916661,16024397.86764706,1,2,0,1,0,0,0,0,0,0
456568810,519205785,6,202,0,1,1,2,0,0,55,0,17,0,0,1,0,0,0,0.8793600193045614,2557663.9655172415,1,2,0,1,0,0,0,1,0,0
45499577,950607824,5,179,1,1,0,3,0,0,43,1,6,0,0,0,0,0,1,0.047863667648643644,5281154.577777778,2,2,0,1,1,0,0,0,0,0
240820765,2447076603,4,79,1,1,0,0,0,0,51,1,13,0,0,0,0,0,1,0.09841161678647638,30588457.5375,2,2,0,1,1,0,0,0,0,0
266663041,1405770761,16,85,1,0,0,2,1,0,35,0,7,0,0,1,0,0,0,0.18969169668930702,16346171.639534883,1,2,0,1,1,0,0,1,0,0
273623995,1314714241,7,21,1,1,0,2,0,0,35,0,21,0,1,0,0,0,0,0.208124310408132,59759738.22727273,2,2,0,1,1,0,0,0,0,1
225139234,936832663,0,165,1,1,1,0,0,0,48,0,11,0,0,0,0,0,0,0.2403195817689807,5643570.259036144,2,2,0,0,1,0,0,0,0,0
223984362,935640074,15,28,1,1,0,0,0,0,62,1,13,0,0,0,1,0,0,0.23939158655640097,32263450.827586208,2,2,0,0,1,0,0,0,0,0
478636869,1680977751,16,237,0,1,0,3,0,0,48,1,12,0,0,1,0,0,1,0.2847371825299446,7062931.726890757,1,2,0,1,0,0,0,1,0,0
22174556,1405513378,2,288,1,0,0,3,0,0,32,1,0,0,0,0,0,0,1,0.015776837368689324,4863368.0899653975,1,2,0,1,1,0,0,0,0,0
52928237,2403728150,12,185,1,1,0,0,0,0,64,0,20,0,0,1,0,0,1,0.022019227497910184,12923269.623655913,2,2,0,1,1,0,0,1,0,0
302506578,741754145,7,155,1,1,1,0,0,0,45,1,0,0,0,0,0,1,1,0.4078259348212662,4754834.262820513,2,2,0,1,1,0,0,0,0,0
332473593,1111051346,15,123,1,0,0,1,0,0,52,0,27,0,0,0,0,0,0,0.29924232925663335,8960091.5,1,2,0,1,1,0,0,0,0,0
361974095,2010506107,23,87,1,0,1,1,0,0,57,0,2,0,1,1,0,0,0,0.18004128092905053,22846660.306818184,1,2,0,1,1,0,0,1,0,1
338640564,2448876722,6,202,1,1,1,3,0,0,25,0,16,0,0,0,1,0,1,0.13828403888993968,12063432.128078818,2,2,0,1,1,0,0,0,0,0
247716053,1001142529,20,40,1,1,0,2,0,0,51,0,15,0,0,1,0,0,1,0.2474333529712298,24418110.463414636,2,2,0,1,1,0,0,1,0,0
160361303,358709252,14,169,1,0,1,0,1,0,51,0,17,0,0,0,0,0,1,0.44705092399721286,2110054.4235294117,1,2,0,1,1,0,0,0,0,0
475221510,24401114,23,70,1,0,1,3,0,0,60,0,11,0,0,0,1,0,0,19.47540143145098,343677.661971831,1,2,0,1,1,0,0,0,0,0
7938941,128188998,1,280,1,1,0,1,0,0,48,0,9,0,0,0,0,1,0,0.06193153126969967,456188.6049822064,2,1,0,1,1,0,1,0,0,0
294623706,2419767085,23,27,1,1,1,2,0,0,33,0,0,0,1,0,0,0,0,0.12175705162062858,86420253.03571428,2,2,0,1,1,0,0,0,0,1
266157031,2095920316,1,131,1,0,0,1,0,0,49,1,6,1,1,0,1,1,0,0.12698814398677352,15878184.212121213,1,2,0,1,1,1,0,0,1,1
303967667,801485689,9,277,1,1,1,1,0,0,60,0,14,0,0,0,0,0,0,0.3792552640584263,2883042.04676259,2,2,0,1,1,0,0,0,0,0
169497359,1576774896,4,295,1,1,0,1,1,0,48,1,6,0,0,0,0,0,0,0.10749623127720304,5326942.216216216,2,2,0,1,1,0,0,0,0,0
270337407,2341984429,3,288,0,0,1,2,0,0,56,1,13,0,0,0,0,1,1,0.11543091556761545,8103752.349480969,0,2,0,1,0,0,0,0,0,0
142759285,1067653993,14,254,1,1,0,1,1,0,33,0,19,1,0,1,0,0,0,0.13371306228635715,4186878.4039215688,2,2,0,1,1,0,0,1,1,0
466131674,2217976477,12,85,0,1,1,3,0,0,62,0,17,0,0,0,0,0,0,0.2101607833191818,25790424.151162792,1,2,0,1,0,0,0,0,0,0
228785126,392368647,16,9,1,1,0,2,1,0,56,1,3,1,0,0,0,0,0,0.583087173672449,39236864.7,2,2,0,1,1,0,0,0,1,0
28820008,407237863,20,50,1,1,0,0,0,0,39,0,3,0,0,1,0,0,0,0.07076947049304826,7985056.137254902,2,1,0,0,1,0,0,1,0,0
479259916,1381411078,22,1,0,1,1,0,1,1,37,1,24,0,0,1,0,0,0,0.34693504582787554,690705539.0,1,2,0,0,0,0,0,1,0,0
343873056,754462981,0,4,1,1,1,0,0,0,61,0,24,0,0,0,0,0,1,0.4557851931826126,150892596.2,2,2,0,0,1,0,0,0,0,0
420319548,83673347,17,4,1,1,1,0,1,0,62,0,4,0,0,0,0,1,1,5.023338470931031,16734669.4,2,2,0,1,1,0,0,0,0,0
352140135,1597481152,14,90,1,1,0,1,0,0,34,0,6,1,0,0,1,0,1,0.22043461003511444,17554737.934065934,2,2,0,1,1,0,0,0,1,0
226544599,475677326,13,162,1,0,1,1,1,0,35,0,22,0,0,0,0,0,0,0.4762568786466461,2918265.8036809815,1,2,0,1,1,0,0,0,0,0
93890197,121682846,8,155,1,1,1,0,0,0,51,0,2,0,0,0,0,0,0,0.77159763528544,780018.2435897436,2,1,0,0,1,0,0,0,0,0
10041699,588902318,11,15,1,0,0,2,0,0,40,1,24,0,0,0,0,0,0,0.017051552822973347,36806394.875,1,2,0,1,1,0,0,0,0,0
57440290,744103923,4,32,1,1,1,1,0,0,23,1,14,0,0,1,0,0,0,0.07719390819930685,22548603.727272727,2,2,0,1,1,0,0,1,0,0
188470677,233889718,22,63,1,0,0,1,0,0,59,1,2,0,0,0,0,0,0,0.8058100108282229,3654526.84375,1,2,0,1,1,0,0,0,0,0
245538700,1603577459,1,108,1,1,1,2,0,0,58,1,10,0,1,0,0,0,1,0.15311932608481538,14711719.80733945,2,2,0,1,1,0,0,0,0,1
230459655,916516551,22,14,1,0,0,2,0,0,60,0,11,0,0,0,0,0,0,0.2514517108251854,61101103.4,1,2,0,1,1,0,0,0,0,0
471170214,2207996961,22,23,1,1,0,3,0,0,50,0,22,0,0,0,0,0,0,0.2133926006733337,91999873.375,2,2,0,1,1,0,0,0,0,0
397234106,1397741223,6,111,1,1,1,2,0,0,28,0,6,0,0,0,1,0,0,0.2841971741115364,12479832.348214285,2,2,0,1,1,0,0,0,0,0
362905248,1560764480,20,160,1,1,0,0,0,1,44,1,15,0,0,0,0,0,0,0.2325176235222129,9694189.316770187,2,2,0,0,1,0,0,0,0,0
431639930,647610460,8,41,1,1,1,0,0,0,41,1,8,0,0,0,0,0,1,0.6665116701998426,15419296.666666666,2,2,0,1,1,0,0,0,0,0
398297199,1282874852,17,282,1,0,1,2,0,0,48,1,10,0,0,0,0,0,0,0.3104723723195469,4533126.685512368,1,2,0,1,1,0,0,0,0,0
425722757,1803526172,3,144,1,1,0,3,0,0,43,1,6,0,1,0,0,1,0,0.23605022392985256,12438111.531034483,2,2,0,1,1,0,0,0,0,1
378710630,2331946884,1,288,0,1,0,3,0,0,28,1,20,0,1,1,0,0,1,0.16240105314405565,8069020.359861592,1,2,0,1,0,0,0,1,0,1
36165451,1861448223,23,153,1,0,0,0,0,0,29,0,9,0,0,0,0,0,0,0.019428663410409205,12087326.123376623,1,2,0,0,1,0,0,0,0,0
298750710,1188283635,0,82,0,0,0,0,0,0,57,0,26,0,0,0,0,1,0,0.25141363639884373,14316670.30120482,0,2,0,0,0,0,0,0,0,0
185980104,2343976599,24,226,1,1,0,2,0,0,34,0,17,0,0,0,0,0,0,0.07934383986597818,10325888.101321585,2,2,0,1,1,0,0,0,0,0
303119130,1111529843,11,152,1,0,0,1,0,0,62,0,25,0,0,0,0,0,0,0.27270444571167085,7264900.934640523,1,2,0,1,1,0,0,0,0,0
371366378,1328603590,12,259,1,0,0,3,0,0,40,0,12,0,0,1,0,0,0,0.27951631360598966,5110013.807692308,1,2,0,1,1,0,0,1,0,0
221912009,1284671440,13,79,1,1,1,0,1,0,51,1,0,0,1,0,0,0,0,0.17273833753730966,16058393.0,2,2,0,0,1,0,0,0,0,1
210165268,694213054,4,195,1,0,0,2,0,0,32,1,5,1,1,0,0,0,0,0.30273885874992656,3541903.336734694,1,2,0,1,1,0,0,0,1,1
47547968,1542797345,2,223,0,1,0,2,0,0,39,1,14,0,0,1,0,0,0,0.0308193218787142,6887488.147321428,1,2,0,1,0,0,0,1,0,0
275818833,766992988,3,266,1,0,0,2,0,0,56,0,14,0,1,1,0,0,0,0.35961063133003424,2872632.913857678,1,2,0,1,1,0,0,1,0,1
115175646,1615740389,16,230,0,1,0,3,0,0,44,0,24,1,0,0,0,1,0,0.07128350984652924,6994547.138528138,1,2,0,1,0,0,0,0,1,0
409771139,1473028725,18,150,1,1,0,1,0,0,28,1,18,0,0,0,0,0,1,0.2781827209254302,9755157.119205298,2,2,0,1,1,0,0,0,0,0
334368580,2009548970,10,136,1,0,1,2,1,0,42,1,27,0,0,0,0,0,1,0.16638986400695183,14668240.656934306,1,2,0,1,1,0,0,0,0,0
47832712,831849244,7,123,1,0,0,2,0,0,48,0,16,0,0,0,0,0,0,0.05750165945032504,6708461.645161291,1,2,0,1,1,0,0,0,0,0
248667482,1801465649,11,110,1,0,0,1,0,0,60,1,0,0,1,0,0,0,1,0.13803620513108314,16229420.261261262,1,2,0,1,1,0,0,0,0,1
448120862,852344561,17,143,1,1,0,2,0,0,48,0,24,0,0,0,0,0,0,0.5257508312700422,5919059.451388889,2,2,0,1,1,0,0,0,0,0
439046000,765884469,17,70,1,1,0,0,0,0,40,0,14,0,0,0,0,0,0,0.5732535613367379,10787105.197183099,2,2,0,0,1,0,0,0,0,0
369030530,886418742,8,54,1,1,1,3,0,0,55,1,24,0,1,0,0,0,0,0.4163162533669485,16116704.4,2,2,0,1,1,0,0,0,0,1
185054287,2067607572,4,40,0,1,0,1,1,0,43,1,13,0,0,0,0,0,0,0.08950164887019399,50429452.97560976,1,2,0,1,0,0,0,0,0,0
338152484,623251127,20,197,0,0,0,1,0,0,47,1,5,0,1,0,0,0,0,0.5425621692577185,3147732.9646464647,0,2,0,1,0,0,0,0,0,1
456404175,518548021,16,27,1,1,0,3,0,0,26,0,2,0,1,0,0,0,0,0.880157971174365,18519572.17857143,2,2,0,1,1,0,0,0,0,1
341819263,585063507,12,299,1,1,1,2,0,0,38,0,13,0,0,0,1,1,1,0.5842430066583473,1950211.69,2,2,0,1,1,0,0,0,0,0
247013026,709590,5,180,0,1,0,3,0,0,57,1,12,0,0,0,0,0,0,348.1061992048941,3920.3867403314916,1,2,0,1,0,0,0,0,0,0
362547219,1075544067,23,46,1,1,0,0,0,0,52,1,8,1,0,0,0,0,1,0.337082626167206,22883916.319148935,2,2,0,1,1,0,0,0,1,0
252927310,78880980,21,142,1,1,0,1,0,0,55,0,20,0,1,1,0,0,1,3.206442247466471,551615.2447552447,2,2,0,1,1,0,0,1,0,1
452795485,2331084116,13,98,1,1,1,2,0,0,39,1,11,0,1,0,0,0,0,0.1942424478369864,23546304.2020202,2,2,0,1,1,0,0,0,0,1
117025026,1673317952,14,126,1,1,0,2,0,0,45,1,14,0,1,0,0,0,0,0.06993591731337864,13175731.905511811,2,2,0,1,1,0,0,0,0,1
381724435,155913586,22,58,1,1,0,3,0,0,29,1,23,0,1,0,0,0,0,2.4483076962368906,2642603.1525423727,2,2,0,1,1,0,0,0,0,1
402924461,1847543930,13,177,1,1,1,1,0,0,21,1,19,0,0,0,0,0,0,0.21808653869567987,10379460.280898876,2,2,0,1,1,0,0,0,0,0
197724254,1954008978,3,207,0,1,0,3,0,0,26,0,0,0,1,0,0,0,0,0.10118902017594056,9394273.932692308,1,2,0,1,0,0,0,0,0,1
346426383,1543086011,17,285,0,1,1,1,1,0,38,0,10,0,0,0,1,1,1,0.2245023156881549,5395405.632867133,1,2,0,1,0,0,0,0,0,0
309441436,2238291041,0,154,1,1,0,3,1,0,57,0,13,0,0,0,0,0,1,0.13824897218169718,14440587.361290323,2,2,0,0,1,0,0,0,0,0
202787804,1257441861,11,27,1,1,0,2,0,0,36,0,1,0,0,0,0,0,0,0.16127012319874556,44908637.89285714,2,2,0,1,1,0,0,0,0,0
485357630,749056368,21,163,1,1,1,3,0,0,31,1,7,0,0,0,0,0,0,0.6479587519534195,4567416.87804878,2,2,0,1,1,0,0,0,0,0
73089790,697961285,8,250,0,1,0,1,0,0,38,0,10,0,0,1,0,0,0,0.1047189743415081,2780722.250996016,1,2,0,1,0,0,0,1,0,0
18480560,2110054470,9,188,1,1,1,0,0,0,42,0,19,0,0,0,0,0,1,0.008758333139732486,11164309.365079366,2,2,0,1,1,0,0,0,0,0
233067035,1776790688,20,90,0,1,1,3,0,0,33,1,11,0,0,0,0,0,0,0.13117303936974875,19525172.395604394,1,2,0,1,0,0,0,0,0,0
431192759,835426572,17,131,1,1,0,0,0,0,63,1,26,0,1,0,0,1,1,0.516134838100248,6328989.181818182,2,2,0,1,1,0,0,0,0,1
61289747,1183497932,16,298,0,1,0,2,0,0,29,0,16,0,0,0,0,0,1,0.05178694891729904,3958187.0635451507,1,2,0,1,0,0,0,0,0,0
483672374,2066298858,18,13,1,0,0,3,0,0,53,0,20,0,0,0,0,0,1,0.2340766786437063,147592775.57142857,1,2,0,1,1,0,0,0,0,0
481172977,1639631194,3,29,0,1,0,0,0,0,26,0,11,0,1,0,0,1,0,0.29346415124774444,54654373.13333333,1,2,0,0,0,0,0,0,0,1
140880593,1610085043,15,265,1,1,0,3,0,0,49,0,19,0,0,0,0,0,0,0.0874988520171609,6052951.2894736845,2,2,0,1,1,0,0,0,0,0
241910933,1868442818,6,32,0,1,1,3,0,0,51,1,9,0,0,0,0,0,0,0.12947194880144738,56619479.333333336,1,2,0,1,0,0,0,0,0,0
48978285,1049050233,8,150,0,1,0,2,0,0,54,0,20,0,0,1,0,1,0,0.04668821702965275,6947352.5364238415,1,2,0,1,0,0,0,1,0,0
326980753,2399898776,7,86,0,1,0,1,0,0,64,0,2,0,1,0,0,0,0,0.1362477268348556,27585043.40229885,1,2,0,1,0,0,0,0,0,1
202808302,1850065312,24,58,1,1,0,1,0,0,38,0,3,0,0,0,0,0,0,0.10962223905010861,31357039.186440676,2,2,0,1,1,0,0,0,0,0
304681710,249507111,6,57,1,1,0,3,0,0,64,0,23,0,0,0,0,1,0,1.2211343699092634,4301846.74137931,2,2,0,1,1,0,0,0,0,0
371256549,2033205072,9,25,1,0,1,2,0,0,39,0,21,0,0,0,1,0,0,0.18259670602346564,78200195.07692307,1,2,0,1,1,0,0,0,0,0
428720826,227080100,7,190,0,0,0,3,0,0,36,1,4,0,0,0,0,1,0,1.887971795467891,1188901.0471204189,0,2,0,1,0,0,0,0,0,0
232726446,681192693,23,76,0,1,0,2,0,0,40,0,26,1,1,1,0,0,0,0.34164554031461764,8846658.350649351,1,2,0,1,0,0,0,1,1,1
483268817,1018439191,16,225,1,1,1,1,0,0,34,0,15,0,1,1,0,0,0,0.47451906878304817,4506368.101769911,2,2,0,1,1,0,0,1,0,1
27484611,1390321061,11,183,1,0,0,2,0,0,62,0,9,0,0,1,0,0,0,0.01976853530540847,7556092.722826087,1,2,0,1,1,0,0,1,0,0
464269206,467434938,13,154,0,1,1,3,0,0,24,0,3,0,0,0,1,1,0,0.9932274360860304,3015709.2774193548,1,2,0,1,0,0,0,0,0,0
88401319,2067412341,11,269,1,1,0,0,0,0,36,0,11,0,1,0,0,0,1,0.04275940372614841,7657082.744444445,2,2,0,1,1,0,0,0,0,1
301552878,2031350362,24,278,1,1,0,0,0,0,44,1,14,1,0,0,0,0,0,0.14844946666642558,7280825.670250896,2,2,0,0,1,0,0,0,1,0
19978589,1234374567,1,23,1,1,0,3,0,0,53,0,25,0,0,0,0,0,0,0.016185191689723797,51432273.625,2,2,0,1,1,0,0,0,0,0
288112846,432212118,11,14,1,1,0,0,0,0,54,0,1,1,1,0,0,1,0,0.6666005725767259,28814141.2,2,2,0,0,1,0,0,0,1,1
487512684,1279185758,13,94,0,0,1,3,0,0,33,1,0,0,0,1,0,0,0,0.38111171936522475,13465113.242105262,0,2,0,1,0,0,0,1,0,0
207428616,1703610339,6,52,0,1,0,3,0,0,62,0,26,0,0,0,0,0,0,0.12175825136163472,32143591.301886793,1,2,0,1,0,0,0,0,0,0
31401473,238530832,12,41,1,1,0,1,0,0,38,1,19,0,0,0,0,0,0,0.13164534163178812,5679305.523809524,2,1,0,1,1,0,0,0,0,0
109644407,2178777084,20,164,0,1,0,1,0,0,45,0,12,0,0,0,0,0,0,0.05032382970927014,13204709.6,1,2,0,1,0,0,0,0,0,0
440720519,11055716,3,6,0,1,0,1,1,0,52,1,17,0,0,0,0,0,0,39.86358541919986,1579388.0,1,2,0,1,0,0,0,0,0,0
77932543,434640483,0,138,1,0,0,3,0,0,53,1,8,0,0,0,0,0,1,0.17930346083454113,3126909.9496402876,1,1,0,0,1,0,0,0,0,0
354987356,767315126,16,99,1,1,0,2,0,0,58,1,14,0,0,0,1,0,0,0.46263568058133697,7673151.26,2,2,0,1,1,0,0,0,0,0
61320767,1615751027,2,224,1,1,0,3,0,0,48,0,17,0,0,0,1,0,0,0.037951866306966696,7181115.675555555,2,2,0,1,1,1,0,0,0,0
46121853,1834005872,16,30,1,1,0,1,0,0,56,0,1,0,1,0,0,0,0,0.02514814902122181,59161479.741935484,2,2,0,1,1,0,0,0,0,1
156929555,860569925,7,225,1,1,1,1,0,0,61,0,21,0,0,0,0,0,0,0.18235537898636722,3807831.5265486725,2,2,0,1,1,0,0,0,0,0
190183824,2202160826,2,261,1,1,0,0,0,0,36,0,21,0,0,0,0,0,1,0.08636236811962872,8405193.992366413,2,2,0,1,1,0,0,0,0,0
414638508,1778784969,9,247,0,1,0,1,0,0,58,1,19,0,0,0,0,0,0,0.2331020977763265,7172520.036290322,1,2,0,1,0,0,0,0,0,0
432941728,630908085,1,79,1,1,0,2,0,0,22,0,18,0,0,1,0,0,1,0.6862199702414339,7886351.0625,2,2,0,1,1,0,0,1,0,0
241313985,2366861654,21,185,0,1,1,3,0,0,22,1,3,0,0,1,0,0,0,0.1019552555977337,12725062.655913979,1,2,0,1,0,0,0,1,0,0
24319726,917164335,3,299,0,1,1,2,0,0,33,0,20,0,0,0,0,1,0,0.026516214210928497,3057214.45,1,2,0,1,0,0,0,0,0,0
460487563,621488080,13,180,1,1,1,3,0,0,30,1,23,0,0,0,0,0,0,0.7409435145707968,3433635.8011049726,2,2,0,1,1,0,0,0,0,0
118484973,1251921325,10,77,1,0,0,0,1,1,24,0,17,0,1,1,0,0,0,0.09464250711230396,16050273.397435898,1,2,0,0,1,0,0,1,0,1
404220440,840718827,13,262,0,1,1,0,0,0,49,1,13,0,0,0,0,0,0,0.48080336319052913,3196649.5323193916,1,2,0,0,0,0,0,0,0,0
200229884,1366741293,12,229,1,1,1,2,0,0,34,1,12,0,0,0,0,0,1,0.14650167144214493,5942353.447826087,2,2,0,1,1,0,0,0,0,0
88335105,639535125,3,2,1,0,0,0,0,0,57,0,25,0,0,0,0,1,1,0.13812393003726897,213178375.0,1,2,0,1,1,0,0,0,0,0
