credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
714,2687166,292813,1,14501,21,2758202,1161920,12,0.06475669906511172,0.43239606336192105,-826590,1
642,4911586,136856,3,17145,55,1210979,127014,10,0.04188870967544903,0.025860078597829704,3269314,1
678,2118770,289379,3,44932,37,2748381,1451762,18,0.25447972172534067,0.6851909362507492,-1353778,1
445,3761572,95450,1,47948,20,2578877,1610424,1,0.1529615809560471,0.4281252625232217,2616172,1
622,3999366,201385,0,78374,6,1259710,1046628,19,0.23515927274473003,0.2616984792089546,1582746,1
421,677536,62849,1,82518,11,1608520,1696848,17,1.4614957729183393,2.504439616492703,-76652,0
551,584938,245155,4,59546,35,1264286,1088803,3,1.221585877477613,1.861398985875426,-2356922,0
610,1449462,31593,1,69279,57,1352276,1830199,6,0.5735562574251688,1.2626747027517797,1070346,1
774,646918,60928,0,63039,10,2669589,593997,4,1.16934140030112,0.9181951962999948,-84218,0
791,2556869,47885,1,31966,2,1632528,701590,8,0.15002411152077014,0.2743941907074629,1982249,1
646,1146181,74801,4,41376,26,15490,1281637,12,0.43318812648264104,1.1181802874066138,248569,0
786,862860,196050,2,6210,59,2998047,1990168,17,0.08636395243724358,2.306478455369353,-1489740,1
772,4874892,207542,3,99386,6,708896,1934491,14,0.2446478814299886,0.39682745792111906,2384388,1
681,4000321,89668,0,66123,1,641215,1518635,17,0.19835308216515624,0.3796282848301424,2924305,1
579,520956,248291,2,29443,9,2117897,145757,0,0.6782069886900237,0.27978754443753406,-2458536,0
371,209201,151916,3,76535,2,2532163,928243,3,4.3901319783366235,4.4370868208086955,-1613791,0
820,2156479,74929,2,56335,16,1644786,1603449,12,0.313483228911573,0.7435495546212135,1257331,1
665,4414245,248124,1,36426,42,627365,387179,13,0.0990230492417163,0.08771126206180219,1436757,1
393,3164225,185103,1,65379,59,533471,1778653,7,0.2479431772392924,0.5621133136866058,942989,1
672,2600837,42523,3,15845,0,119464,1342848,4,0.07310723432495,0.5163137866771351,2090561,1
638,2740307,24776,3,63352,33,1407187,1567979,19,0.27742293108034977,0.5721909990376991,2442995,1
736,3416150,207930,1,75951,12,1654344,580697,6,0.26679507632861554,0.16998580273114472,920990,1
635,2677365,165172,1,45377,13,1041084,728901,8,0.20338056260539747,0.27224565944501405,695301,1
791,923163,62467,3,21964,16,783246,1891427,5,0.28550537662362985,2.048854860950883,173559,1
339,351714,119420,3,10375,33,1938227,1056560,11,0.3539807912110408,3.004031684834837,-1081326,0
658,4435911,99468,3,47531,16,2201015,897193,10,0.12858057792412877,0.20225676304145868,3242295,1
553,2642161,172790,4,81684,50,1410657,939338,14,0.3709872335561686,0.3555188347719916,568681,1
697,3866608,197086,4,5913,56,847645,1586112,16,0.018350968083653683,0.4102076031498409,1501576,1
469,1787314,170712,1,86946,40,332361,565956,2,0.5837541696646477,0.3166516907493591,-261230,0
810,4035351,127644,4,29351,55,1799035,488727,16,0.08728162680272422,0.12111139774458281,2503623,1
559,4461887,39560,0,43329,24,2997751,776251,7,0.11653096548612728,0.17397370215785385,3987167,1
758,1585620,67756,1,91471,43,2084513,1143117,11,0.6922541340295909,0.7209274605517085,772548,1
828,4160954,279876,0,49932,29,1117397,1469964,12,0.144001591942617,0.3532757151364807,802442,1
640,1185926,49579,2,58880,47,1117362,1353761,11,0.5957875955160777,1.1415223209542584,590978,1
356,3826052,115736,0,32938,35,2144251,425499,4,0.1033064893001977,0.11121098197306258,2437220,1
517,1001593,149984,2,20608,55,387642,1589837,0,0.2469026840243492,1.587308417690619,-798215,0
763,2170238,179609,0,51879,10,630589,1791045,16,0.2868570175252668,0.8252758453220338,14930,1
546,3207196,272756,2,61836,20,220188,225846,4,0.23136471858907282,0.07041852135011394,-65876,1
672,2324815,258708,2,67644,19,1706588,261952,7,0.3491581050535204,0.11267649253811593,-779681,1
716,3745677,109661,1,81012,28,1898557,1631097,1,0.25953759493944617,0.4354611996709807,2429745,1
330,3055859,156727,3,63297,3,2143366,1176467,4,0.2485598975607186,0.384987330894521,1175135,0
667,1411649,219056,3,75386,33,1972651,447178,13,0.6408335216473784,0.31677704585204963,-1217023,1
407,4302360,168283,1,9987,41,277637,1576725,1,0.02785540958915572,0.36647909519426547,2282964,0
717,1039537,173352,2,39384,40,666082,1822973,11,0.45463316842017165,1.7536393605999594,-1040687,1
697,1049868,53971,3,98700,56,1214180,1108963,13,1.1281418235435312,1.056288028590261,402216,0
571,3476433,124923,3,90915,16,152643,1191041,4,0.3138216672088891,0.34260433035815735,1977357,0
415,2552080,26798,0,19388,11,890317,1499034,17,0.09116328641735369,0.5873773549418514,2230504,1
555,1994284,37228,4,11961,3,2294524,305816,17,0.07197169510460898,0.15334626362143006,1547548,1
380,2914075,186811,1,74382,40,2609168,1347699,15,0.30630097029074405,0.46247917435206715,672343,1
427,2573538,250644,4,73180,13,2953367,262940,4,0.3412267469918843,0.10217063047058174,-434190,1
534,2396053,114845,2,64089,3,602359,1207492,1,0.3209728666269068,0.5039504551860915,1017913,0
480,1995750,221352,0,42836,33,720267,1852654,17,0.25756332205937615,0.928299636728047,-660474,1
456,1897920,60503,3,24843,17,2242716,763030,2,0.1570751138088012,0.40203485921429777,1171884,1
753,3766077,296692,0,1092,12,1368663,249488,8,0.0034794827615048764,0.06624612295500065,205773,1
323,4550116,128125,1,42428,9,1863777,1099062,5,0.11189516926601431,0.24154592981805298,3012616,1
772,1419715,150942,2,75049,13,2053197,445321,17,0.6343442169731249,0.3136692927805933,-391589,1
699,3356959,188925,0,40095,8,447002,515816,0,0.1433261472660226,0.1536557342523397,1089859,1
433,2232185,94531,0,37761,42,2466087,1863361,17,0.2029993033731523,0.8347699675430128,1097813,1
720,3591628,251640,0,3079,19,720302,1033226,1,0.010287256920816966,0.2876762292754149,571948,1
512,2322413,116966,3,42468,0,203151,1678145,16,0.21943383885639633,0.7225868094951242,918821,0
781,4347915,85555,2,12167,43,790965,1874490,11,0.033580233284229336,0.4311238835165821,3321255,1
647,4557118,212054,3,2135,28,1967502,588143,1,0.0056219742389817424,0.12906029644174236,2012470,1
465,1252166,70933,0,95772,16,1517539,392099,0,0.9178208001175563,0.3131365969048832,400970,0
647,811830,80475,3,21305,48,2319000,641008,9,0.3149181478881046,0.7895840262123843,-153870,1
697,4407874,43241,3,46422,7,407951,498824,1,0.12637929305601747,0.11316657418065942,3888982,1
734,431601,232941,1,66222,16,1563691,376171,4,1.8412005532888014,0.8715711965449571,-2363691,0
520,3304099,192588,4,9166,20,2280819,792420,16,0.033289559423007604,0.23982937557258424,993043,1
607,2044541,293899,4,81993,24,2861429,903810,0,0.4812405327161451,0.44206010053112166,-1482247,1
765,3322841,252101,1,54053,19,2371166,963461,13,0.1952052475577375,0.2899509786956403,297629,1
398,2685186,238358,1,16964,58,991790,1001094,5,0.07581150802961135,0.37282110066118324,-175110,1
541,4800886,164097,3,27716,24,2443748,1541891,10,0.06927721258117772,0.3211680094049307,2831722,1
457,1503595,155959,3,90334,20,620960,671997,6,0.7209441372178014,0.44692686527954667,-367913,0
526,1062800,80675,2,12199,12,1495705,446174,19,0.13773805043281898,0.4198099360180655,94700,1
722,3106433,69348,4,17280,56,1126882,1207277,19,0.06675180182543773,0.3886377076215711,2274257,1
371,1959879,90762,3,2433,12,1453351,1264284,8,0.01489683801908179,0.6450826811247021,870735,1
542,4269389,121132,2,36720,46,1078086,1372717,2,0.10320914772582213,0.32152539859919066,2815805,1
829,1499773,220596,4,72988,49,38828,808289,5,0.5839923775131303,0.538940893055149,-1147379,1
344,844686,104389,2,2169,29,1294441,987067,8,0.030813817205446757,1.1685608616693066,-407982,0
771,3673601,34239,2,46854,12,1936990,214452,5,0.15305091652577402,0.05837650849942604,3262733,1
670,3871135,38422,1,33590,39,2864336,683374,9,0.10412450095385462,0.17653065573791665,3410071,1
391,737639,205245,0,26787,6,2696874,1395211,7,0.43577413884027283,1.8914550342376149,-1725301,0
321,1959999,288614,0,77062,54,2072519,976525,19,0.4718084039838796,0.49822729501392604,-1503369,1
471,796364,196606,0,2139,50,1130286,1457398,15,0.03223149213173875,1.8300651460889743,-1562908,1
491,1031594,41603,2,28425,41,795435,1385257,6,0.33065333842577604,1.3428315790902234,532358,0
376,2154575,277261,3,41273,11,2285737,1927234,17,0.22987178445865195,0.8944845271109152,-1172557,1
580,2737996,250763,0,68185,1,1792779,1522625,17,0.2988390048780203,0.5561092857695921,-271160,1
663,4355126,266401,3,54241,58,1904989,1154465,14,0.14945422933802605,0.26508188282038225,1158314,1
478,4105237,41996,4,39821,13,980643,821886,5,0.11640058783451479,0.20020427566057697,3601285,1
537,2468963,118878,0,1489,41,2242126,1888330,4,0.007237046484698232,0.7648271764299425,1042427,1
434,3375466,277096,2,99968,16,1005528,1796427,17,0.35539270725879035,0.5322011834810364,50314,1
579,1772785,60564,1,43568,12,1266768,1849742,7,0.2949122426013307,1.0434102274105432,1046017,0
318,1497009,51748,2,65109,0,844224,162891,2,0.5219126939116598,0.10881096907233023,876033,0
670,2606217,81402,3,35300,54,2591351,1394378,15,0.16253443209065094,0.5350199158397018,1629393,1
411,3730320,183403,4,17039,56,2892900,462483,16,0.05481245576786978,0.12397944412275623,1529484,1
520,4126365,204914,2,69254,46,2754195,381907,16,0.20139953688052317,0.09255288855930098,1667397,1
603,1833932,119899,1,85902,0,2698769,1027341,11,0.5620840903588573,0.5601848923515158,395144,1
624,1534301,27986,1,51826,46,1075007,914980,6,0.40533897846641564,0.5963497384150829,1198469,1
736,295672,136817,4,72980,25,439036,1808178,5,2.9619307881706756,6.115486079168809,-1346132,0
737,3569501,211116,0,71745,51,337160,1148186,1,0.24119337688937473,0.32166568940588613,1036109,1
469,2865409,169462,2,73402,46,2885833,1488445,4,0.30739904844299715,0.5194528948572438,831865,1
674,2821533,260139,2,36783,45,373882,1890768,1,0.15643836169911887,0.6701208173003824,-300135,1
680,228370,258286,1,22360,12,1819672,1200156,2,1.1749354118316766,5.2553137452379906,-2871062,0
313,4107108,47712,3,49352,33,2578339,1338766,4,0.14419489334100782,0.32596318382667316,3534564,1
799,3100056,25694,2,6611,39,387345,1650014,16,0.02559050546183682,0.5322529657528767,2791728,1
690,3065057,149201,1,29105,8,2259278,906003,18,0.11394894124318079,0.2955909139699523,1274645,1
848,2316086,206286,3,73865,50,1498528,1961072,9,0.3827059962367546,0.8467181270470958,-159346,1
829,4307006,282154,0,44023,18,381461,1873212,11,0.12265504157644545,0.43492207812108924,921158,1
791,3646997,135098,0,99379,22,1288535,805355,17,0.3269945108263045,0.22082688853322335,2025821,1
849,4330213,227454,1,34243,40,1715520,934503,18,0.09489510100311463,0.21580993821781977,1600765,1
684,3825485,179098,1,29853,54,364650,185198,12,0.09364459669819644,0.04841163930847984,1676309,1
495,3822694,36982,0,44373,27,1991577,1133268,7,0.13929338838002728,0.2964579430108714,3378910,1
599,4585461,128893,1,85824,29,2160985,1221377,2,0.22459857362215052,0.2663586060376481,3038745,1
846,1567263,228914,4,79163,6,168928,1832820,11,0.6061241795410215,1.1694399727422902,-1179705,0
607,3685364,216920,2,28807,13,1966526,1039956,3,0.09379914711274111,0.28218542320378665,1082324,1
551,2992199,92207,4,448,1,330189,1204528,13,0.001796671945950119,0.4025561134135798,1885715,1
307,3285785,43084,3,68,11,928983,418196,6,0.0002483424813248584,0.12727430431388542,2768777,1
507,2870400,36614,1,89016,42,2665253,446359,12,0.37214046822742475,0.15550411092530658,2431032,1
430,1047694,35224,1,4908,48,2825597,1469577,11,0.0562148871712542,1.4026776902416163,625006,1
325,1870019,67462,3,93744,1,1486440,709105,14,0.6015596632975387,0.3791966819588464,1060475,0
753,4651395,129950,2,7369,27,162448,1572023,1,0.019011070872286703,0.3379680719440082,3091995,1
485,868425,20043,0,34508,53,1461304,1145244,0,0.47683565074704204,1.3187598238189826,627909,0
783,421002,191372,4,93844,27,1028434,1938935,5,2.6748756537973692,4.605524439313827,-1875462,0
350,2455025,47500,2,26595,11,1186487,1418219,0,0.12999460290628406,0.5776800643577967,1885025,0
304,1356758,244877,0,36660,29,2281494,701024,18,0.32424352758561215,0.5166905225545012,-1581766,1
459,3969148,76430,0,79788,57,1958955,643779,9,0.2412245650703879,0.16219576594271617,3051988,1
507,1732006,145150,1,45432,46,1793601,1963583,13,0.3147702721584105,1.133704502178399,-9794,1
556,2589264,39841,3,58858,39,1860020,1794916,1,0.27277867378529186,0.6932147513733632,2111172,1
504,1815381,80293,1,50228,39,1164356,586809,8,0.3320162544391508,0.32324288950914437,851865,1
310,3857843,116467,3,49160,21,1344081,790359,2,0.15291446541500003,0.20487070106274413,2460239,0
307,4645018,65876,1,93164,17,13284,1615586,18,0.24068109100976573,0.3478104928764539,3854506,0
708,1957175,142205,4,31050,13,1507604,822976,13,0.19037643542350582,0.420491780244485,250715,1
331,1210127,263783,1,98554,24,938475,596806,15,0.9772924659973705,0.49317633603745725,-1955269,0
839,3599783,269044,4,98427,9,270418,1638387,6,0.3281097777282686,0.455134934522442,371255,1
686,3999298,253717,2,12921,35,2592055,942425,0,0.038769804100619656,0.23564760615488017,954694,1
527,2867424,29831,2,61638,47,1094881,773012,4,0.2579513877264053,0.269584128472106,2509452,1
774,846142,255428,1,74556,47,1351041,486533,2,1.057354439325787,0.5750015954768821,-2218994,0
506,2230893,279487,2,91546,52,1129246,1710323,16,0.49242702361789653,0.7666539811635968,-1122951,1
617,1646447,114605,0,48507,48,2954380,1829360,13,0.35353947014389164,1.1110955894723609,271187,1
647,677210,193888,4,29589,8,196109,1113802,15,0.5243100367685061,1.644692192968208,-1649446,0
533,2033467,61882,3,34845,10,997,1140327,6,0.2056291053653686,0.5607796930070662,1290883,0
343,290638,214418,4,82515,26,2459979,925962,8,3.4069185722445106,3.1859632945451044,-2282378,0
441,1007864,71056,1,27278,58,2724792,320684,6,0.32478191502028053,0.3181818181818182,155192,1
475,4091497,24999,2,23348,57,2008332,327784,14,0.06847762567099523,0.08011346458276762,3791509,1
748,3411624,283874,2,32790,12,271703,1265138,19,0.1153351014062511,0.3708316039516664,5136,1
381,2014149,78175,0,57669,0,881639,755961,2,0.34358331980404627,0.3753252614379572,1076049,0
434,4595511,246324,2,4972,38,2875021,1761043,15,0.012983104599249137,0.3832093971704126,1639623,1
476,2733304,116762,1,16015,10,678769,1778212,17,0.07031051064938258,0.6505723476056816,1332160,1
682,4887901,218815,1,90074,56,426077,1750793,6,0.22113541170330578,0.35818912862596847,2262121,1
542,2573046,229639,3,97366,2,730010,448844,16,0.45408904465757705,0.17444072123079027,-182622,1
440,2138003,48008,4,64704,1,830533,1205240,17,0.3631650657178685,0.5637223147020841,1561907,0
756,381613,246092,4,80556,45,1252477,781348,2,2.533121251110418,2.047487900045334,-2571491,0
739,3894362,87763,4,65798,41,1132405,1872054,10,0.2027484861448422,0.48070877848541044,2841206,1
355,3184807,199594,3,44460,23,2583934,1225154,13,0.16752035523659675,0.3846870469701932,789679,1
826,1215005,216196,3,15142,19,406715,820991,16,0.14955000185184422,0.6757099765021544,-1379347,1
718,349389,198202,3,62823,48,981497,476117,18,2.1576981530614874,1.362713193603691,-2029035,1
387,1761103,164298,0,34353,39,555319,415516,19,0.23407830206410415,0.2359407712098611,-210473,1
307,3766899,130016,3,49584,14,2738007,1025929,4,0.15795698265337085,0.27235373180963973,2206707,1
776,2355460,106300,2,41519,53,2686909,1358160,2,0.21152046733971283,0.5766007488983044,1079860,1
514,453267,20188,0,59899,5,1146476,1474199,15,1.585793803652152,3.252385459342948,211011,0
796,3713129,291558,2,12336,19,1813652,408429,0,0.039867184792125455,0.10999590911061803,214433,1
802,3856304,254597,4,88231,21,622949,1474440,10,0.27455615532385413,0.38234537526087153,801140,1
544,2841868,258046,1,59046,1,2597005,325399,9,0.2493261474494945,0.11450179952059701,-254684,1
777,2359312,157818,4,18872,53,2729730,1930364,6,0.09598730477359502,0.8181893704605411,465496,1
608,3805115,101119,3,45649,14,1436478,837060,15,0.1439609578159924,0.219982838889232,2591687,1
530,4737177,188452,1,54846,47,1476778,1564950,1,0.1389333774102171,0.3303549772364427,2475753,1
682,260843,35800,4,45283,33,2533387,288437,7,2.0832301422694877,1.1057877727215222,-168757,0
454,4810523,141747,0,87991,53,2958390,1495448,14,0.21949630009044754,0.3108701486304088,3109559,1
474,2129772,47492,3,16597,45,1368565,1851943,15,0.09351423532659835,0.8695498860910933,1559868,1
414,4829597,249200,4,75393,56,127956,927387,2,0.18732743125358078,0.19202161174110385,1839197,1
689,4158890,287377,1,56175,54,1972154,282746,19,0.16208651827771353,0.06798592893776945,710366,1
610,272981,31447,2,48281,59,2219765,901464,1,2.122389470329437,3.3022957641740636,-104383,0
599,4111807,230644,4,69014,30,1702803,998543,14,0.20141217717660387,0.24284773093678766,1344079,1
317,4343049,30998,0,81784,29,2712154,1371995,13,0.2259721223499896,0.31590594533932265,3971073,1
311,4722021,52801,1,35565,27,438596,1336150,8,0.0903807924615329,0.2829614692522545,4088409,0
703,2457093,130275,4,58385,51,1683254,1435713,3,0.28514183223834016,0.5843136584573722,893793,1
531,433151,113688,2,35159,32,1119930,116936,7,0.9740436937696092,0.2699659010368209,-931105,0
577,3901092,152501,3,21749,40,409418,1364155,9,0.06690126764505938,0.34968542141533704,2071080,1
652,679221,271006,3,78685,48,1632752,1123774,16,1.3901513645779504,1.6545042040808515,-2572851,1
602,3472011,30381,3,7216,20,2453819,1844404,5,0.024940013150879993,0.5312206672156281,3107439,1
840,487238,284131,1,27301,45,2655932,1563369,4,0.672385979747064,3.2086352049716975,-2922334,1
769,4464960,108191,2,55975,22,1562409,718290,9,0.15043807783272414,0.16087266179316276,3166668,1
376,3211645,129273,2,46332,41,606379,1664707,16,0.17311502360939643,0.518334685184695,1660369,1
820,2246294,97425,4,847,12,1348164,1531500,15,0.004524786158891045,0.6817896499745804,1077194,1
323,2680728,134550,3,21886,44,2376981,851001,16,0.0979704020698855,0.31745145348576953,1066128,1
314,3789137,199549,1,4671,25,1628247,1550514,17,0.014792814300459445,0.40919977292982546,1394549,1
824,4792235,283691,3,41504,53,1096445,1965477,19,0.10392812539451843,0.41013785843139994,1387943,1
646,1641414,200686,3,4153,18,2668334,1866063,8,0.030361627231155576,1.136863094868205,-766818,1
471,4754306,75859,4,51263,26,2757340,1229486,10,0.12938923157238932,0.25860472590531614,3843998,1
626,2399132,74457,4,62338,39,1817321,817932,1,0.3118027686680016,0.34092830240270233,1505648,1
784,1743817,99086,4,59452,58,1645079,1715995,13,0.4091163235591808,0.9840453442075631,554785,1
788,4258812,287318,0,74107,6,970965,103089,14,0.20881034429319725,0.024206046193163726,810996,1
761,822826,252942,0,46033,24,25382,368371,0,0.6713399916871854,0.4476900341019851,-2212478,0
677,2240254,171259,1,30456,48,287030,235872,0,0.16313864410017792,0.10528806108593043,185146,1
463,3981217,23938,1,9353,39,1640160,1083957,8,0.028191379671090522,0.27226775129313474,3693961,1
671,1240391,80833,4,65601,35,2823539,1782619,11,0.6346482681670538,1.4371428041641707,270395,1
723,3342093,77155,2,54450,6,1034422,619331,16,0.195506229180337,0.18531231776015808,2416233,1
776,4894149,167793,1,14301,54,1923269,704527,14,0.035064727289667724,0.1439529119362733,2880633,1
681,1980096,158516,0,82717,19,2426814,1566065,3,0.5012908465044119,0.7909035723520476,77904,1
454,650615,113193,0,10008,23,589419,909353,4,0.18458842787209026,1.3976821930020058,-707701,0
556,4547239,246407,3,5290,27,1027897,102067,13,0.01396011953627245,0.02244592817751607,1590355,1
367,3286282,35729,4,31474,48,269008,1108635,5,0.11492866406473942,0.3373523635524888,2857534,1
643,997809,184816,2,66167,4,229732,1900133,5,0.7957474827346717,1.9043053329845692,-1219983,0
576,3166615,205202,4,58711,51,1008814,867738,18,0.22248741953158183,0.2740269972825872,704191,1
690,2819529,115245,0,28351,35,2108045,618256,0,0.12066270643075493,0.21927634012631186,1436589,1
748,4061611,37255,2,36026,30,2257538,322524,8,0.10643855356901485,0.07940789996875625,3614551,1
558,3994419,268349,1,57570,50,2249668,266244,0,0.172951310315718,0.06665399899209372,774231,1
606,3491670,294888,3,73919,32,709246,1213914,3,0.254041189459485,0.3476600022338881,-46986,1
394,519631,218157,0,35567,52,260856,1041205,15,0.8213597726078699,2.003739191849601,-2098253,0
763,3794895,284673,3,87645,23,2143629,1800675,4,0.277146007992316,0.47449929444688194,378819,1
545,2889079,63117,4,1149,9,2381290,1616291,15,0.004772455166508081,0.5594485301371129,2131675,1
486,1897630,133045,2,19387,37,549390,1457394,13,0.12259713432017832,0.7680074619393664,301090,1
672,636196,178004,4,36313,43,2280620,1048636,8,0.6849398613006055,1.6482907783136014,-1499852,1
705,2955433,147819,3,19,48,2600194,1069529,13,7.714605609398014e-05,0.361885720298853,1181605,1
707,1580990,128598,0,28276,4,688492,1556185,15,0.21461995332038786,0.9843104636967975,37814,1
424,3275476,96536,3,59750,53,2399626,1786581,5,0.21889948209054194,0.5454416396273397,2117044,1
636,485282,194031,0,66535,30,1445123,1139899,16,1.6452701728067392,2.34894144023475,-1843090,0
640,4606949,124703,3,68070,8,2195568,1760264,0,0.17730606525055953,0.38208888355395293,3110513,1
477,3804208,251957,4,94074,31,797146,1984876,17,0.29674718101639025,0.521758011128729,780724,1
469,4390987,132230,3,4425,40,2150878,915526,10,0.01209295313331604,0.2085011866352599,2804227,1
338,3092612,39318,1,83610,4,1881265,142040,10,0.32442479043604566,0.04592881357247531,2620796,1
368,4110141,38695,4,71864,50,1293815,579295,11,0.2098146997876715,0.1409428532987068,3645801,1
535,4016520,100704,3,74062,53,1484421,1262843,1,0.22127214603686773,0.31441222750042325,2808072,1
680,1554539,256199,3,68089,26,1759659,729021,15,0.5256014805675508,0.46896282434856895,-1519849,1
356,1599347,237320,2,84430,55,702648,581621,9,0.6334835404699543,0.36366154436779513,-1248493,0
576,458312,236108,4,39906,27,1144624,1904796,13,1.0448602698598335,4.156111993576428,-2374984,0
398,4944565,285891,2,10242,42,1633874,1597622,6,0.024856382715163012,0.32310668380332747,1513873,1
826,4755827,108744,4,14275,59,442077,1496241,7,0.036018972094653566,0.3146121589368158,3450899,1
624,3621935,275901,0,59566,11,537291,955805,9,0.19735086355773918,0.2638934713074641,311123,1
760,556450,24430,4,75284,4,1876548,911088,9,1.6235205319435708,1.6373223110791626,263290,0
478,1996688,104371,4,39911,7,130971,1855516,9,0.2398632134815254,0.9292969156923866,744236,0
418,2914636,125635,3,43305,16,1614199,1794389,13,0.17829327572979953,0.6156477172449665,1407016,1
768,2772287,48927,1,10357,7,1096358,972347,18,0.04483085625694598,0.3507382172192129,2185163,1
848,2831045,148065,4,25364,33,2378657,168231,8,0.10751083080629238,0.05942364038720684,1054265,1
754,2917625,138778,2,49793,22,78269,1022015,16,0.20479533867443556,0.3502900475558031,1252289,1
325,1351332,160035,1,56454,17,2733067,1962250,18,0.501318698883768,1.4520857938685683,-569088,1
789,3050607,238033,4,72906,50,1306582,339749,1,0.2867862035326084,0.11137095010927334,194211,1
307,3078367,227529,1,85026,52,2798788,1929575,14,0.3314458607436995,0.626817725112048,348019,1
815,4576581,62241,0,96285,9,2918965,1516053,5,0.2524635748826471,0.33126322903494987,3829689,1
832,663069,246861,1,21302,38,1696615,1230453,15,0.38551643946557596,1.8556937513290472,-2299263,1
448,4946320,236577,0,10496,40,2310628,644551,16,0.025463779132769412,0.13030919956654644,2107396,1
787,324826,240593,1,48508,43,2341199,1742162,9,1.792024037484684,5.363369927284146,-2562290,1
324,4452162,31020,1,43189,43,1914184,260302,11,0.11640816304528002,0.058466425974616376,4079922,1
724,2477313,180533,2,4303,4,2667172,1050494,11,0.020843551057133272,0.42404573019234953,310917,1
592,3083120,126837,2,41838,42,2616736,1163026,18,0.16284023975712913,0.37722372142504995,1561076,1
484,3837475,98661,3,40510,16,710144,1032165,5,0.1266770467560049,0.268969830422348,2653543,1
730,3036769,170274,1,48566,46,132782,1297046,1,0.19191186422148013,0.4271138173499532,993481,1
616,1146468,62232,0,51541,10,1343140,1575578,17,0.5394760254974408,1.3742886849000582,399684,1
697,3049577,46354,1,34380,46,148616,292390,6,0.13528433615547336,0.09587887106965982,2493329,1
623,2636288,155662,4,61817,47,1546513,905112,4,0.2813820037871431,0.34332819479510585,768344,1
845,3182843,245314,0,94618,18,2801492,862081,7,0.35673013089241284,0.2708525051345605,239075,1
375,1684032,164790,4,89552,20,1226411,1146810,11,0.6381256413179797,0.6809906225059856,-293448,0
785,2135290,253094,3,3464,43,2440653,389845,0,0.019467144977965523,0.18257239063546404,-901838,1
387,448422,164177,4,23364,2,213222,1465645,14,0.6252324819032072,3.2684502544478193,-1521702,0
531,4880045,156153,3,90682,39,1661158,786824,12,0.22298646836248437,0.16123293945035344,3006209,1
306,3930065,265430,3,9366,55,2988741,1406588,9,0.028598000287527053,0.35790451302968274,744905,1
849,3335777,259305,3,54891,42,2584382,596102,17,0.19746283999200187,0.17869959532666602,224117,1
351,1199168,137266,4,21610,0,2492930,105269,17,0.21624993328707903,0.08778503095479533,-448024,1
695,2861653,211039,3,54410,23,1998959,1361252,6,0.2281618351351474,0.47568730380657614,329185,1
520,3829973,90081,3,49431,35,1363089,1028823,14,0.15487628763962566,0.2686240869060957,2749001,1
727,2566427,25339,2,6215,58,635812,316939,4,0.02905985636840635,0.12349425874961571,2262359,1
442,767670,244636,1,27128,5,2057564,466801,4,0.42405721208331704,0.6080750843461383,-2167962,0
662,1151031,104636,3,87777,9,2221263,1223890,0,0.9151134939024231,1.0632989033310136,-104601,0
681,1467141,24302,0,15285,46,429133,694319,5,0.1250186587383217,0.473246266037143,1175517,1
576,4481385,278897,0,7668,39,112144,1846411,15,0.020532937919861827,0.4120179364192097,1134621,1
570,3399169,114453,2,39070,45,1779426,645919,7,0.1379278288311055,0.19002262023453378,2025733,1
313,2744966,169453,4,38037,33,1443512,910885,3,0.16628402683311924,0.3318383542819838,711530,0
597,3949236,265532,4,86029,23,1653215,1116576,12,0.26140448431038305,0.28273215376341143,762852,1
763,2011920,151057,4,34820,22,583348,1665707,18,0.207682214004533,0.8279191021511789,199236,1
826,4931243,268691,3,68602,19,2436467,610077,9,0.16694046511194033,0.12371667751923805,1706951,1
533,2041926,96420,4,11902,59,1518492,112618,16,0.06994572771001496,0.05515283119956355,884886,1
326,485151,206737,4,64849,52,2230647,564042,19,1.604011946795946,1.1626112282567695,-1995693,0
770,3049456,252172,1,63698,37,1840250,1062664,17,0.250659789811691,0.3484765807409584,23392,1
392,3552530,109668,3,63814,34,1688186,1095233,4,0.21555567440669043,0.3082966224071296,2236514,1
608,4681483,66775,3,74585,33,650329,725884,11,0.1911830076067776,0.15505428514853092,3880183,1
351,4876122,198805,0,11992,45,2794644,1875583,0,0.02951197693576986,0.384646446499903,2490462,1
618,801037,288889,0,78289,49,490915,1942232,0,1.1728147388947077,2.4246470512598046,-2665631,0
480,4940803,189042,1,89166,46,2519762,1334580,2,0.21656236850568622,0.27011398754412996,2672299,1
419,2220667,119859,2,40540,35,187909,1262791,6,0.21906931566056503,0.5686539224476249,782359,0
342,1275442,162954,3,79597,15,98670,544448,10,0.7488886205723192,0.4268700575957198,-680006,0
559,3353072,147816,0,62185,22,735844,256832,19,0.22254815882271542,0.07659602895494043,1579280,1
496,3152321,97300,4,14512,43,298695,1400379,14,0.05524310500104526,0.44423743647934333,1984721,1
554,4142487,241173,3,38654,48,1185674,1991299,2,0.11197331458131311,0.48070132748756966,1248411,1
635,3897624,89979,3,26432,0,2173764,1953504,7,0.08137880924378545,0.501203810321365,2817876,1
801,621501,295727,3,12419,51,2068372,398059,2,0.2397872247993165,0.640480063587991,-2927223,1
554,1755506,192362,0,41736,8,325863,1651405,12,0.28529210381508235,0.9407002881220571,-552838,0
